gene_id	uniprot_id	MW (g/mmol)
YHR162W	MPC2	14.41435
YHR163W	SOL3	29.3427
YHR164C	DNA2	175.76334
YHR165C	PRP8	277.16028
YHR166C	CDC23	71.15006
YHR167W	THP2	29.8829
YHR168W	MTG2	61.10545
YHR169W	DBP8	48.75984
YHR170W	NMD3	60.32632
YHR171W	ATG7	73.5244
YHR172W	SPC97	93.83766
YHR173C	YHR173C	13.39708
YHR174W	ENO2	50.07089
YHR175W	CTR2	22.30998
YHR175W-A	YHR175W-A	5.30284
YHR176W	FMO1	50.07856
YHR177W	YHR177W	52.70306
YHR178W	STB5	84.33552
YHR179W	OYE2	46.10302
YHR181W	SVP26	25.61068
YHR182W	YHR182W	89.35528
YHR183W	GND1	55.65918
YHR184W	SSP1	66.28532
YHR185C	PFS1	27.29816
YHR186C	KOG1	180.76909
YHR187W	IKI1	35.07464
YHR188C	GPI16	68.8927
YHR189W	PTH1	22.2917
YHR190W	ERG9	51.22788
YHR191C	CTF8	15.67272
YHR192W	LNP1	31.85659
YHR193C	EGD2	20.0846
YHR194W	MDM31	65.22995
YHR195W	NVJ1	37.12033
YHR196W	UTP9	66.56322
YHR197W	RIX1	87.52798
YHR198C	AIM18	37.14691
YHR199C	AIM46	35.68586
YHR199C-A	NBL1	8.15655
YHR200W	RPN10	30.70238
YHR201C	PPX1	46.38065
YHR202W	YHR202W	69.47089
YHR203C	RPS4B	30.80252
YHR204W	MNL1	90.37121
YHR205W	SCH9	95.23692
YHR206W	SKN7	72.14503
YHR207C	SET5	61.14383
YHR208W	BAT1	45.73017
YHR209W	CRG1	33.03844
YHR210C	YHR210C	39.24791
YHR211W	FLO5	119.14628
YHR212W-A	YHR212W-A	7.77291
YHR213W	YHR213W	22.48046
YHR213W-A	YHR213W-A	9.52366
YHR213W-B	YHR213W-B	11.21539
YHR214C-B	YHR214C-B	203.78379
YHR214C-C	YHR214C-C	55.1644
YHR214C-D	YHR214C-D	11.34863
YHR214C-E	YHR214C-E	11.62747
YHR214W	YHR214W	22.31294
YHR215W	PHO12	53.7692
YHR216W	IMD2	60.92699
YHR218W	YHR218W	69.85937
YHR219W	YHR219W	71.0365
YIL001W	YIL001W	58.28891
YIL002C	INP51	108.25958
YIL002W-A	YIL002W-A	8.10633
YIL003W	CFD1	34.40336
YIL004C	BET1	15.89891
YIL005W	EPS1	79.64145
YIL006W	YIA6	41.98598
YIL007C	NAS2	25.8462
YIL008W	URM1	11.32894
YIL009C-A	EST3	20.90093
YIL009W	FAA3	80.89731
YIL010W	DOT5	25.01352
YIL011W	TIR3	27.05116
YIL013C	PDR11	161.69925
YIL014C-A	YIL014C-A	11.7023
YIL014W	MNT3	72.58512
YIL015W	BAR1	66.43291
YIL016W	SNL1	18.45876
YIL017C	VID28	106.11627
YIL018W	RPL2B	29.22038
YIL019W	FAF1	39.61628
YIL020C	HIS6	31.48779
YIL021W	RPB3	37.33502
YIL022W	TIM44	49.25687
YIL023C	YKE4	38.71227
YIL024C	YIL024C	22.41752
YIL026C	IRR1	130.5337
YIL027C	EMC5	16.08745
YIL029C	YIL029C	16.30545
YIL030C	SSM4	150.1367
YIL031W	ULP2	117.01229
YIL033C	BCY1	48.68243
YIL034C	CAP2	32.39677
YIL035C	CKA1	43.34851
YIL036W	CST6	67.34111
YIL037C	PRM2	73.91619
YIL038C	NOT3	95.53194
YIL039W	TED1	55.61506
YIL040W	APQ12	15.95604
YIL041W	GVP36	36.95058
YIL042C	PKP1	44.84837
YIL043C	CBR1	33.28781
YIL044C	AGE2	34.02779
YIL045W	PIG2	62.66558
YIL046W	MET30	74.25026
YIL046W-A	YIL046W-A	7.05179
YIL047C	SYG1	102.33953
YIL048W	NEO1	131.78262
YIL049W	DFG10	28.16187
YIL050W	PCL7	32.32973
YIL051C	MMF1	17.13298
YIL052C	RPL34B	14.37283
YIL053W	GPP1	28.50837
YIL054W	YIL054W	11.66458
YIL055C	YIL055C	71.68858
YIL056W	VHR1	72.97426
YIL057C	RGI2	19.95165
YIL060W	YIL060W	16.1176
YIL061C	SNP1	33.45145
YIL062C	ARC15	18.07265
YIL063C	YRB2	38.56474
YIL064W	EFM4	30.10428
YIL065C	FIS1	18.29572
YIL066C	RNR3	98.61825
YIL067C	YIL067C	78.43834
YIL068C	SEC6	92.2496
YIL069C	RPS24B	16.12406
YIL070C	MAM33	30.44009
YIL071C	PCI8	50.11776
YIL072W	HOP1	71.08028
YIL073C	SPO22	111.16262
YIL074C	SER33	53.16599
YIL075C	RPN2	107.52246
YIL076W	SEC28	33.97281
YIL077C	YIL077C	36.83819
YIL078W	THS1	86.33673
YIL079C	AIR1	42.17952
YIL082W-A	YIL082W-A	170.69984
YIL083C	CAB2	41.89514
YIL084C	SDS3	37.36113
YIL085C	KTR7	60.23496
YIL087C	AIM19	17.01618
YIL088C	AVT7	54.88466
YIL089W	YIL089W	24.10314
YIL090W	ICE2	55.74325
YIL091C	UTP25	82.41616
YIL092W	YIL092W	71.19284
YIL093C	RSM25	30.97842
YIL094C	LYS12	42.36911
YIL095W	PRK1	92.71662
YIL096C	BMT5	38.85533
YIL097W	FYV10	58.87045
YIL098C	FMC1	18.08649
YIL099W	SGA1	62.61033
YIL101C	XBP1	72.8912
YIL102C	YIL102C	11.47258
YIL102C-A	YIL102C-A	8.56678
YIL103W	DPH1	49.0605
YIL104C	SHQ1	57.81008
YIL105C	SLM1	79.5394
YIL105W-A	YIL105W-A	5.40578
YIL106W	MOB1	37.05744
YIL107C	PFK26	94.4055
YIL108W	YIL108W	80.93846
YIL109C	SEC24	106.28282
YIL110W	HPM1	43.04589
YIL111W	COX5B	17.75736
YIL112W	HOS4	124.2079
YIL113W	SDP1	23.61649
YIL114C	POR2	31.86062
YIL115C	NUP159	166.97121
YIL116W	HIS5	44.67302
YIL117C	PRM5	35.60829
YIL118W	RHO3	26.55852
YIL119C	RPI1	47.08811
YIL120W	QDR1	63.19515
YIL121W	QDR2	61.02358
YIL122W	POG1	40.66135
YIL123W	SIM1	53.41348
YIL124W	AYR1	34.03621
YIL125W	KGD1	117.92048
YIL126W	STH1	155.03985
YIL127C	RRT14	24.77275
YIL128W	MET18	118.28715
YIL129C	TAO3	268.42528
YIL130W	ASG1	108.93662
YIL131C	FKH1	54.93673
YIL132C	CSM2	24.20436
YIL133C	RPL16A	23.48002
YIL134C-A	YIL134C-A	7.66751
YIL134W	FLX1	35.96869
YIL135C	VHS2	48.60949
YIL136W	OM45	44.93946
YIL137C	TMA108	108.94774
YIL138C	TPM2	18.72313
YIL139C	REV7	28.38671
YIL140W	AXL2	93.29638
YIL142W	CCT2	59.08826
YIL143C	SSL2	96.74737
YIL144W	NDC80	78.35894
YIL145C	PAN6	36.3806
YIL146C	ATG32	60.63301
YIL147C	SLN1	138.06765
YIL148W	RPL40A	14.91474
YIL149C	MLP2	192.58374
YIL150C	MCM10	65.8333
YIL151C	ESL1	128.33492
YIL152W	YIL152W	27.55285
YIL153W	RRD1	45.8933
YIL154C	IMP2'	40.43477
YIL155C	GUT2	75.38867
YIL156W	UBP7	124.07449
YIL156W-B	YIL156W-B	8.49534
YIL157C	COA1	21.91908
YIL158W	AIM20	23.20249
YIL159W	BNR1	157.42933
YIL160C	POT1	47.63226
YIL161W	YIL161W	27.37722
YIL162W	SUC2	61.5036
YIL163C	YIL163C	13.42513
YIL164C	NIT1	22.88499
YIL165C	YIL165C	13.35889
YIL166C	YIL166C	61.19329
YIL167W	SDL1	38.93662
YIL169C	YIL169C	110.99709
YIL172C	IMA3	67.3032
YIL173W	VTH1	176.98758
YIL176C	PAU14	13.20878
YIL177C	YIL177C	200.28759
YIR001C	SGN1	29.4604
YIR002C	MPH1	114.88619
YIR003W	AIM21	78.55601
YIR004W	DJP1	49.85825
YIR005W	IST3	16.95903
YIR006C	PAN1	171.90436
YIR007W	YIR007W	87.5033
YIR008C	PRI1	47.14053
YIR009W	MSL1	12.93855
YIR010W	DSN1	65.93515
YIR011C	STS1	37.06286
YIR012W	SQT1	51.36105
YIR013C	GAT4	13.85883
YIR014W	YIR014W	27.35121
YIR015W	RPR2	16.33267
YIR016W	YIR016W	29.50911
YIR017C	MET28	21.59271
YIR018C-A	YIR018C-A	4.99394
YIR018W	YAP5	28.71183
YIR019C	FLO11	150.6238
YIR020C	YIR020C	11.53408
YIR021W	MRS1	42.3311
YIR021W-A	YIR021W-A	7.35155
YIR022W	SEC11	19.60705
YIR023W	DAL81	112.82424
YIR024C	INA22	25.03937
YIR025W	MND2	41.95901
YIR026C	YVH1	42.49244
YIR027C	DAL1	53.98206
YIR028W	DAL4	72.50975
YIR029W	DAL2	39.82676
YIR030C	DCG1	27.72501
YIR031C	DAL7	63.27397
YIR032C	DAL3	23.17329
YIR033W	MGA2	128.12515
YIR034C	LYS1	42.56314
YIR035C	YIR035C	30.2734
YIR036C	IRC24	30.87781
YIR037W	HYR1	19.65238
YIR038C	GTT1	26.35452
YIR039C	YPS6	59.76893
YIR041W	PAU15	13.63834
YIR042C	YIR042C	27.18313
YIR043C	YIR043C	44.66318
YJL001W	PRE3	24.4585
YJL002C	OST1	54.28224
YJL003W	COX16	13.59094
YJL004C	SYS1	23.04295
YJL005W	CYR1	230.4928
YJL006C	CTK2	36.79252
YJL008C	CCT8	65.82286
YJL010C	NOP9	76.69344
YJL011C	RPC17	18.43159
YJL012C	VTC4	83.94738
YJL013C	MAD3	58.51988
YJL014W	CCT3	62.7489
YJL016W	YJL016W	63.57911
YJL019W	MPS3	78.72822
YJL020C	BBC1	134.86558
YJL023C	PET130	40.32434
YJL024C	APS3	22.54108
YJL025W	RRN7	58.35281
YJL026W	RNR2	45.13115
YJL027C	YJL027C	16.45709
YJL028W	YJL028W	12.16016
YJL029C	VPS53	93.39731
YJL030W	MAD2	23.31525
YJL031C	BET4	37.80749
YJL033W	HCA4	88.40717
YJL034W	KAR2	79.04426
YJL035C	TAD2	29.51812
YJL036W	SNX4	48.92905
YJL037W	IRC18	26.23501
YJL038C	LOH1	24.80748
YJL039C	NUP192	190.08962
YJL041W	NSP1	92.52972
YJL042W	MHP1	160.66818
YJL043W	YJL043W	29.12375
YJL044C	GYP6	53.67624
YJL045W	YJL045W	73.14282
YJL046W	AIM22	46.71401
YJL047C	RTT101	96.25414
YJL047C-A	YJL047C-A	4.80658
YJL048C	UBX6	46.62446
YJL049W	YJL049W	51.23695
YJL050W	MTR4	124.98909
YJL051W	IRC8	92.6902
YJL052C-A	YJL052C-A	4.44343
YJL052W	TDH1	38.46002
YJL053W	PEP8	42.96464
YJL054W	TIM54	55.1671
YJL055W	YJL055W	28.58416
YJL056C	ZAP1	102.76058
YJL057C	IKS1	76.12294
YJL058C	BIT61	61.41168
YJL059W	YHC3	46.47036
YJL060W	BNA3	50.48073
YJL061W	NUP82	81.26663
YJL062W	LAS21	95.23774
YJL062W-A	COA3	9.90615
YJL063C	MRPL8	27.58419
YJL065C	DLS1	19.87858
YJL066C	MPM1	29.14475
YJL068C	YJL068C	35.09981
YJL069C	UTP18	69.05416
YJL070C	YJL070C	102.44896
YJL071W	ARG2	65.48834
YJL072C	PSF2	24.19059
YJL073W	JEM1	74.32968
YJL074C	SMC3	141.56131
YJL076W	NET1	135.57291
YJL077C	ICS3	14.57294
YJL077W-A	YJL077W-A	3.39607
YJL077W-B	YJL077W-B	3.82867
YJL078C	PRY3	94.25907
YJL079C	PRY1	33.4113
YJL080C	SCP160	139.57912
YJL081C	ARP4	56.52073
YJL082W	IML2	82.29441
YJL083W	TAX4	69.72998
YJL084C	ALY2	117.80133
YJL085W	EXO70	71.01991
YJL087C	TRL1	97.05837
YJL088W	ARG3	38.28337
YJL089W	SIP4	95.57307
YJL090C	DPB11	86.14616
YJL091C	GWT1	55.39187
YJL092W	SRS2	131.96968
YJL093C	TOK1	78.64795
YJL094C	KHA1	97.25348
YJL095W	BCK1	167.30684
YJL096W	MRPL49	18.17791
YJL097W	PHS1	24.66516
YJL098W	SAP185	120.53052
YJL099W	CHS6	84.28151
YJL100W	LSB6	71.23217
YJL101C	GSH1	78.13365
YJL102W	MEF2	93.68476
YJL103C	GSM1	70.95819
YJL104W	PAM16	16.64064
YJL105W	SET4	64.72461
YJL106W	IME2	74.1555
YJL107C	YJL107C	44.60008
YJL108C	PRM10	43.6045
YJL109C	UTP10	199.22424
YJL110C	GZF3	62.38331
YJL111W	CCT7	62.86228
YJL112W	MDV1	81.81188
YJL113W	YJL113W	177.42676
YJL114W	YJL114W	25.70935
YJL115W	ASF1	32.91064
YJL116C	NCA3	39.05562
YJL117W	PHO86	36.00527
YJL118W	YJL118W	25.58314
YJL121C	RPE1	27.95121
YJL122W	ALB1	20.01263
YJL123C	MTC1	56.20591
YJL124C	LSM1	19.83827
YJL125C	GCD14	44.68211
YJL126W	NIT2	35.58828
YJL127C	SPT10	74.07285
YJL127C-B	YJL127C-B	5.7762
YJL128C	PBS2	76.57958
YJL129C	TRK1	140.50563
YJL130C	URA2	254.88966
YJL131C	AIM23	41.81977
YJL132W	YJL132W	85.47736
YJL133C-A	YJL133C-A	7.51408
YJL133W	MRS3	34.57574
YJL134W	LCB3	48.26542
YJL136C	RPS21B	10.01178
YJL136W-A	YJL136W-A	2.96667
YJL137C	GLG2	43.69567
YJL138C	TIF2	45.05628
YJL139C	YUR1	48.87836
YJL140W	RPB4	25.4814
YJL141C	YAK1	94.00427
YJL143W	TIM17	18.15499
YJL144W	YJL144W	12.02424
YJL145W	SFH5	35.45222
YJL146W	IDS2	53.41515
YJL147C	YJL147C	44.06772
YJL148W	RPA34	27.55124
YJL149W	DAS1	74.94154
YJL151C	SNA3	15.09019
YJL153C	INO1	62.57836
YJL154C	VPS35	108.00095
YJL155C	FBP26	51.97149
YJL156C	SSY5	79.07169
YJL157C	FAR1	96.99277
YJL158C	CIS3	24.95336
YJL159W	HSP150	45.49787
YJL160C	YJL160C	33.7299
YJL161W	FMP33	20.76213
YJL162C	JJJ2	67.27241
YJL163C	YJL163C	61.94439
YJL164C	TPK1	46.08541
YJL165C	HAL5	99.20143
YJL166W	QCR8	11.19863
YJL167W	ERG20	40.41675
YJL168C	SET2	84.78877
YJL170C	ASG7	24.94587
YJL171C	YJL171C	45.04397
YJL172W	CPS1	65.7276
YJL173C	RFA3	14.08593
YJL174W	KRE9	31.34491
YJL176C	SWI3	95.32072
YJL177W	RPL17B	20.69842
YJL178C	ATG27	31.74017
YJL179W	PFD1	12.86628
YJL180C	ATP12	36.88741
YJL181W	YJL181W	67.60797
YJL183W	MNN11	47.97652
YJL184W	GON7	14.17558
YJL185C	ATG36	32.54159
YJL186W	MNN5	67.98372
YJL187C	SWE1	92.08985
YJL189W	RPL39	5.70815
YJL190C	RPS22A	14.97972
YJL191W	RPS14B	15.75651
YJL192C	SOP4	26.03874
YJL193W	YJL193W	45.09028
YJL194W	CDC6	58.04048
YJL196C	ELO1	36.66024
YJL197W	UBP12	145.83406
YJL198W	PHO90	99.521
YJL200C	ACO2	90.33173
YJL201W	ECM25	67.69023
YJL203W	PRP21	32.28907
YJL204C	RCY1	95.58271
YJL205C	NCE101	6.32267
YJL206C	YJL206C	86.02205
YJL207C	LAA1	224.42465
YJL208C	NUC1	38.31463
YJL209W	CBP1	74.69137
YJL210W	PEX2	31.81403
YJL212C	OPT1	93.01517
YJL213W	YJL213W	37.78295
YJL214W	HXT8	65.61206
YJL216C	IMA5	67.51975
YJL217W	REE1	23.45837
YJL218W	YJL218W	22.74012
YJL219W	HXT9	64.69816
YJL221C	IMA4	67.3032
YJL222W	VTH2	176.9615
YJL223C	PAU1	13.20878
YJL225C	YJL225C	200.22651
YJR001W	AVT1	67.80565
YJR002W	MPP10	67.67891
YJR003C	YJR003C	58.89102
YJR004C	SAG1	71.19163
YJR005C-A	LSO1	10.72527
YJR005W	APL1	80.51128
YJR006W	POL31	56.85636
YJR007W	SUI2	34.8051
YJR008W	MHO1	38.41745
YJR009C	TDH2	38.67432
YJR010C-A	SPC1	11.08562
YJR010W	MET3	58.63391
YJR011C	YJR011C	30.70134
YJR012C	YJR012C	23.7798
YJR013W	GPI14	46.6578
YJR014W	TMA22	23.0573
YJR015W	YJR015W	58.96111
YJR016C	ILV3	66.84326
YJR017C	ESS1	19.80565
YJR019C	TES1	40.16113
YJR021C	REC107	35.86467
YJR022W	LSM8	12.60183
YJR024C	MDE1	27.78531
YJR025C	BNA1	21.4886
YJR026W	YJR026W	50.59334
YJR027W	YJR027W	198.94365
YJR028W	YJR028W	50.48099
YJR029W	YJR029W	199.35204
YJR030C	YJR030C	84.96447
YJR031C	GEA1	158.64845
YJR032W	CPR7	45.7293
YJR033C	RAV1	156.93341
YJR034W	PET191	13.0478
YJR035W	RAD26	125.88206
YJR036C	HUL4	102.33728
YJR039W	YJR039W	128.69417
YJR040W	GEF1	88.55584
YJR041C	URB2	131.21553
YJR042W	NUP85	84.99494
YJR043C	POL32	40.25705
YJR044C	VPS55	15.55324
YJR045C	SSC1	75.42456
YJR046W	TAH11	69.39094
YJR047C	ANB1	17.95075
YJR048W	CYC1	12.85016
YJR049C	UTR1	61.439
YJR050W	ISY1	27.93471
YJR051W	OSM1	58.51542
YJR052W	RAD7	64.15441
YJR053W	BFA1	65.75238
YJR054W	KCH1	56.20598
YJR055W	HIT1	19.50618
YJR056C	YJR056C	27.00707
YJR057W	CDC8	25.31385
YJR058C	APS2	16.9733
YJR059W	PTK2	94.08087
YJR060W	CBF1	39.70452
YJR061W	YJR061W	106.80798
YJR062C	NTA1	52.56066
YJR063W	RPA12	14.95695
YJR064W	CCT5	64.70081
YJR065C	ARP3	51.59464
YJR066W	TOR1	281.25186
YJR067C	YAE1	16.33792
YJR068W	RFC2	40.29307
YJR069C	HAM1	22.53479
YJR070C	LIA1	37.15809
YJR072C	NPA3	44.13022
YJR073C	OPI3	23.81703
YJR074W	MOG1	26.09239
YJR075W	HOC1	45.33419
YJR076C	CDC11	46.49929
YJR077C	MIR1	34.9345
YJR078W	BNA2	51.81987
YJR079W	YJR079W	11.98032
YJR080C	AIM24	44.91756
YJR082C	EAF6	12.74151
YJR083C	ACF4	36.1877
YJR084W	YJR084W	48.96796
YJR085C	YJR085C	12.02693
YJR086W	STE18	12.96894
YJR088C	EMC2	33.49348
YJR089W	BIR1	110.15452
YJR090C	GRR1	133.82679
YJR091C	JSN1	125.0135
YJR092W	BUD4	165.93173
YJR093C	FIP1	37.2329
YJR094C	IME1	40.36431
YJR094W-A	RPL43B	10.6884
YJR095W	SFC1	37.05244
YJR096W	YJR096W	33.48884
YJR097W	JJJ3	19.72323
YJR098C	YJR098C	75.50696
YJR099W	YUH1	27.28476
YJR100C	AIM25	37.1753
YJR101W	RSM26	31.43022
YJR102C	VPS25	23.30971
YJR103W	URA8	67.87868
YJR104C	SOD1	18.52943
YJR105W	ADO1	39.32274
YJR106W	ECM27	79.69558
YJR107W	YJR107W	38.27354
YJR108W	ABM1	13.54589
YJR109C	CPA2	127.70465
YJR110W	YMR1	80.56461
YJR111C	YJR111C	32.83503
YJR112W	NNF1	23.96908
YJR112W-A	YJR112W-A	13.12072
YJR113C	RSM7	28.1066
YJR115W	YJR115W	18.54605
YJR116W	TDA4	32.30617
YJR117W	STE24	51.19545
YJR118C	ILM1	23.30748
YJR119C	JHD2	83.78916
YJR120W	YJR120W	12.6647
YJR121W	ATP2	58.45895
YJR122W	IBA57	57.58355
YJR123W	RPS5	25.98061
YJR124C	YJR124C	50.36492
YJR125C	ENT3	45.33287
YJR126C	VPS70	91.9062
YJR127C	RSF2	156.58875
YJR129C	EFM3	39.71419
YJR130C	STR2	73.78691
YJR131W	MNS1	62.65639
YJR132W	NMD5	121.20433
YJR133W	XPT1	23.64066
YJR134C	SGM1	81.63647
YJR135C	MCM22	27.04555
YJR135W-A	TIM8	10.15404
YJR136C	TTI2	47.93918
YJR137C	MET5	166.07796
YJR138W	IML1	181.81629
YJR139C	HOM6	41.19964
YJR140C	HIR3	187.4221
YJR141W	YJR141W	41.02639
YJR142W	YJR142W	40.20069
YJR143C	PMT4	89.0901
YJR144W	MGM101	31.66703
YJR145C	RPS4A	30.80252
YJR146W	YJR146W	13.46606
YJR147W	HMS2	41.37965
YJR148W	BAT2	43.65229
YJR149W	YJR149W	46.14248
YJR150C	DAN1	31.76581
YJR151C	DAN4	124.09802
YJR151W-A	YJR151W-A	1.61314
YJR152W	DAL5	61.21109
YJR153W	PGU1	41.56655
YJR154W	YJR154W	40.59566
YJR155W	AAD10	33.41697
YJR156C	THI11	39.48122
YJR158W	HXT16	65.58729
YJR159W	SOR1	42.67338
YJR160C	MPH3	68.50026
YJR161C	COS5	45.18707
YKL001C	MET14	22.32413
YKL002W	DID4	27.00806
YKL003C	MRP17	14.75153
YKL004W	AUR1	45.33822
YKL005C	BYE1	68.0534
YKL006C-A	SFT1	10.54389
YKL006W	RPL14A	16.08506
YKL007W	CAP1	30.75213
YKL008C	LAC1	47.07819
YKL009W	MRT4	27.41013
YKL010C	UFD4	167.6877
YKL011C	CCE1	40.8471
YKL012W	PRP40	66.4368
YKL013C	ARC19	19.31807
YKL014C	URB1	199.78915
YKL015W	PUT3	111.26559
YKL016C	ATP7	20.28165
YKL017C	HCS1	78.43742
YKL018C-A	YKL018C-A	11.4608
YKL018W	SWD2	37.81186
YKL019W	RAM2	36.0244
YKL020C	SPT23	122.67967
YKL021C	MAK11	54.2911
YKL022C	CDC16	95.87445
YKL023C-A	YKL023C-A	9.07914
YKL023W	YKL023W	32.22402
YKL024C	URA6	23.48152
YKL025C	PAN3	76.81515
YKL026C	GPX1	20.31757
YKL027W	TCD2	53.25192
YKL028W	TFA1	55.31722
YKL029C	MAE1	77.05716
YKL032C	IXR1	71.67295
YKL033W	TTI1	119.13542
YKL033W-A	YKL033W-A	27.53153
YKL034W	TUL1	86.91725
YKL035W	UGP1	57.7768
YKL037W	AIM26	12.88822
YKL038W	RGT1	134.47864
YKL039W	PTM1	59.54345
YKL040C	NFU1	29.31181
YKL041W	VPS24	26.28386
YKL042W	SPC42	42.18482
YKL043W	PHD1	41.86388
YKL044W	YKL044W	11.68377
YKL045W	PRI2	60.05999
YKL046C	DCW1	51.80669
YKL047W	ANR2	58.70589
YKL048C	ELM1	73.628
YKL049C	CSE4	25.51387
YKL050C	YKL050C	106.14057
YKL051W	SFK1	40.04353
YKL052C	ASK1	33.5678
YKL053C-A	MDM35	10.17393
YKL054C	DEF1	90.2082
YKL055C	OAR1	31.25237
YKL056C	TMA19	19.67887
YKL057C	NUP120	118.78301
YKL058W	TOA2	14.37177
YKL059C	MPE1	51.60545
YKL060C	FBA1	41.1953
YKL061W	BLI1	13.45982
YKL062W	MSN4	70.66602
YKL063C	YKL063C	19.57909
YKL064W	MNR2	110.32717
YKL065C	YET1	23.43849
YKL065W-A	YKL065W-A	8.54029
YKL067W	YNK1	18.15517
YKL068W	NUP100	111.10256
YKL068W-A	YKL068W-A	9.12076
YKL069W	YKL069W	21.28692
YKL070W	YKL070W	19.99959
YKL071W	YKL071W	28.73034
YKL072W	STB6	88.62551
YKL073W	LHS1	100.22626
YKL074C	MUD2	60.24613
YKL075C	YKL075C	52.74676
YKL077W	YKL077W	46.92974
YKL078W	DHR2	85.06608
YKL079W	SMY1	74.75957
YKL080W	VMA5	44.68232
YKL081W	TEF4	48.01558
YKL082C	RRP14	50.39011
YKL084W	HOT13	13.70158
YKL085W	MDH1	38.53975
YKL086W	SRX1	14.45763
YKL087C	CYT2	26.59055
YKL088W	CAB3	66.3091
YKL089W	MIF2	62.70477
YKL090W	CUE2	52.03245
YKL091C	YKL091C	35.20126
YKL092C	BUD2	124.78256
YKL093W	MBR1	38.1769
YKL094W	YJU3	36.49474
YKL095W	YJU2	32.39458
YKL096C-B	YKL096C-B	5.34858
YKL096W	CWP1	25.63936
YKL096W-A	CWP2	9.6854
YKL098W	MTC2	41.54264
YKL099C	UTP11	29.52127
YKL100C	YPF1	67.20164
YKL101W	HSL1	173.21598
YKL103C	APE1	59.79568
YKL104C	GFA1	82.85993
YKL105C	SEG2	129.10357
YKL106C-A	YKL106C-A	3.93187
YKL106W	AAT1	53.47732
YKL107W	YKL107W	34.51865
YKL108W	SLD2	52.151
YKL109W	HAP4	63.27874
YKL110C	KTI12	35.95118
YKL112W	ABF1	85.54348
YKL113C	RAD27	43.89136
YKL114C	APN1	42.58032
YKL116C	PRR1	59.4497
YKL117W	SBA1	25.35428
YKL119C	VPH2	25.84052
YKL120W	OAC1	37.25472
YKL121W	DGR2	97.11542
YKL122C	SRP21	19.45605
YKL124W	SSH4	65.97259
YKL125W	RRN3	70.94389
YKL126W	YPK1	77.71284
YKL127W	PGM1	65.1725
YKL128C	PMU1	34.60998
YKL129C	MYO3	145.17419
YKL130C	SHE2	28.09622
YKL132C	RMA1	49.53636
YKL133C	YKL133C	52.7051
YKL134C	OCT1	88.55815
YKL135C	APL2	83.93519
YKL137W	CMC1	13.28376
YKL138C	MRPL31	15.80593
YKL138C-A	HSK3	8.31507
YKL139W	CTK1	61.57869
YKL140W	TGL1	62.10362
YKL141W	SDH3	21.79271
YKL142W	MRP8	25.2222
YKL143W	LTV1	53.69858
YKL144C	RPC25	24.56903
YKL145W	RPT1	53.80131
YKL146W	AVT3	78.18984
YKL148C	SDH1	73.31703
YKL149C	DBR1	46.5303
YKL150W	MCR1	35.5165
YKL151C	YKL151C	39.18042
YKL152C	GPM1	28.74033
YKL154W	SRP102	27.58537
YKL155C	RSM22	72.56948
YKL156W	RPS27A	9.72258
YKL157W	APE2	111.1032
YKL159C	RCN1	24.19015
YKL160W	ELF1	17.19831
YKL161C	KDX1	49.7803
YKL162C	YKL162C	45.97371
YKL163W	PIR3	36.0672
YKL164C	PIR1	37.19665
YKL165C	MCD4	102.9128
YKL166C	TPK3	46.28851
YKL167C	MRP49	16.1523
YKL168C	KKQ8	83.0465
YKL170W	MRPL38	16.20329
YKL171W	NNK1	104.66535
YKL172W	EBP2	50.33309
YKL173W	SNU114	116.10869
YKL174C	TPO5	70.54064
YKL175W	ZRT3	57.60141
YKL176C	LST4	92.77771
YKL178C	STE3	53.47436
YKL179C	COY1	77.72289
YKL180W	RPL17A	20.6824
YKL181W	PRS1	48.73907
YKL182W	FAS1	238.27797
YKL183C-A	YKL183C-A	8.13502
YKL183W	LOT5	35.40375
YKL184W	SPE1	53.85929
YKL185W	ASH1	66.49404
YKL186C	MTR2	21.62995
YKL187C	FAT3	82.49272
YKL188C	PXA2	96.22267
YKL189W	HYM1	45.23752
YKL190W	CNB1	19.6148
YKL191W	DPH2	62.19061
YKL192C	ACP1	13.97649
YKL193C	SDS22	38.65203
YKL194C	MST1	53.64644
YKL195W	MIA40	47.08744
YKL196C	YKT6	22.98385
YKL197C	PEX1	120.32968
YKL198C	PTK1	75.63073
YKL201C	MNN4	137.24313
YKL203C	TOR2	282.29432
YKL204W	EAP1	74.28326
YKL205W	LOS1	124.53563
YKL206C	ADD66	30.98171
YKL207W	EMC3	29.78152
YKL208W	CBT1	31.29173
YKL209C	STE6	145.82094
YKL210W	UBA1	119.60642
YKL211C	TRP3	56.45298
YKL212W	SAC1	73.15665
YKL213C	DOA1	83.69758
YKL214C	YRA2	22.90873
YKL215C	OXP1	145.71359
YKL216W	URA1	35.8333
YKL217W	JEN1	70.2987
YKL218C	SRY1	37.19819
YKL219W	COS9	47.89723
YKL220C	FRE2	82.03931
YKL221W	MCH2	53.08555
YKL222C	YKL222C	79.68951
YKL224C	PAU16	13.49818
YKR001C	VPS1	80.72441
YKR002W	PAP1	65.97852
YKR003W	OSH6	51.88448
YKR004C	ECM9	43.5172
YKR005C	YKR005C	60.35546
YKR006C	MRPL13	30.16566
YKR007W	MEH1	21.0345
YKR008W	RSC4	71.94276
YKR009C	FOX2	104.43141
YKR010C	TOF2	88.80251
